pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,st_teff
"TOI-1899 b","TOI-1899",29.09031200000,11.09689089,212.94503269,3926.00
"PH2 b","PH2",282.52542000000,9.33708092,87.08498352,5734.00
"WASP-47 b","WASP-47",4.15915100000,12.86000000,374.00000000,
"WASP-47 c","WASP-47",589.57000000000,,447.00000000,
"WASP-47 d","WASP-47",9.03050100000,3.65000000,15.50000000,
"WASP-47 e","WASP-47",0.78961000000,1.83000000,9.00000000,
"TOI-776 b","TOI-776",8.24662000000,1.79800000,5.00000000,3725.00
"TOI-776 c","TOI-776",15.66532300000,2.04700000,6.90000000,3725.00
"WASP-76 b","WASP-76",1.80988198000,20.78145022,284.13859586,6329.00
"HIP 9618 b","HIP 9618",20.77285800000,3.82838127,8.30000000,5649.00
"HIP 9618 c","HIP 9618",52.56363000000,3.42855926,7.00000000,5649.00
"TOI-1823 b","TOI-1823",38.80000000000,7.54062410,67.40000000,4927.00
"TOI-849 b","TOI-849",0.76554800000,3.64000000,41.80000000,5257.00
"HD 63935 b","HD 63935",9.05880700000,2.91575244,10.50000000,5513.00
"HD 63935 c","HD 63935",21.40270000000,3.06451296,11.10000000,5513.00
"TOI-1807 b","TOI-1807",0.54937097000,1.49681583,2.44000000,4914.00
"LTT 1445 A b","LTT 1445 A",5.35876350000,1.34000000,2.73000000,
"TOI-6255 b","TOI-6255",0.23818244000,1.07900000,1.44000000,3421.00
"TOI-421 b","TOI-421",5.19757600000,2.64000000,6.70000000,5291.00
"TOI-421 c","TOI-421",16.06754100000,5.09000000,14.10000000,5291.00
"TOI-1338 b","TOI-1338 A",95.40010000000,7.66100000,11.30000000,
"TOI-1338 c","TOI-1338 A",215.79000000000,,75.40000000,
"TOI-3884 b","TOI-3884",4.54458280000,6.43000000,32.59000000,3180.00
"GJ 1132 b","GJ 1132",1.62892911000,1.19151465,1.83704819,3229.00
"HIP 67522 b","HIP 67522",6.95947310000,9.98720180,,5675.00
"HIP 67522 c","HIP 67522",14.33489200000,7.93595834,,5675.00
"GJ 9827 d","GJ 9827",6.20183000000,1.98000000,3.02000000,4236.00
"GJ 486 b","GJ 486",1.46712127000,1.28900000,2.77000000,3317.00
"L 168-9 b","L 168-9",1.40152604000,1.63000000,4.07000000,3842.00
"TOI-1130 b","TOI-1130",4.07455400000,3.66000000,19.80000000,4360.00
"TOI-1130 c","TOI-1130",8.35018980000,13.00000000,336.00000000,4360.00
"Kepler-51 e","Kepler-51",264.28400000000,,5.40000000,5674.00
"IRAS 04125+2902 b","IRAS 04125+2902",8.83497800000,10.73820351,,4080.00
"WASP-12 b","WASP-12",1.09141890100,22.02564708,,6265.00
"HD 15337 b","HD 15337",4.75598040000,1.77000000,6.51900000,5131.00
"HD 15337 c","HD 15337",17.18054600000,2.52600000,6.79200000,5131.00
"GJ 341 b","GJ 341",7.57686000000,0.88000000,4.00000000,3770.00
"TOI-561 b","TOI-561",0.44656970000,1.39700000,2.02000000,
"TOI-561 c","TOI-561",10.77883800000,2.86500000,5.93000000,
"TOI-561 d","TOI-561",25.71268000000,2.61500000,13.33000000,
"TOI-561 e","TOI-561",77.14400000000,2.51700000,12.40000000,
"HAT-P-11 b","HAT-P-11",4.88800000000,,23.51930212,
"HAT-P-11 c","HAT-P-11",3361.00000000000,,851.78013076,
"TOI-677 b","TOI-677",11.23659850000,13.11450742,392.20025424,6295.00
"BD+05 4868 A b","BD+05 4868 A",1.27186900000,,6.20000000,4596.00
"WASP-131 b","WASP-131",5.32201250000,13.74221034,86.76715511,5990.00
"TOI-6324 b","TOI-6324",0.27922100000,1.05900000,1.17000000,3247.00
"TOI-771 b","TOI-771",2.32601550000,1.36000000,2.47000000,3370.00
"TOI-771 c","TOI-771",7.61000000000,,2.87000000,3370.00
"WASP-77 A b","WASP-77 A",1.36002939500,,529.31142902,5617.00
"TOI-6894 b","TOI-6894",3.37077196000,9.58367850,53.39517238,3007.00
"KELT-11 b","KELT-11",4.73620865000,15.13212395,65.15482343,5375.00
"TOI-1468 b","TOI-1468",1.88052010000,1.40100000,3.04000000,3376.00
"TOI-1468 c","TOI-1468",15.53247700000,2.12600000,4.10000000,3376.00
"Kepler-1386 b","Kepler-1386",6.73972381000,1.24000000,,5733.00
"TOI-1232 c","TOI-1232",30.35600000000,,58.48042689,5823.00
"KMT-2021-BLG-1303L b","KMT-2021-BLG-1303L",,,120.77479466,
"GJ 3222 b","GJ 3222",10.66669000000,,11.44182265,
"K2-169 b","K2-169",6.38080300000,1.27328671,,5548.00
"WASP-108 b","WASP-108",,15.13212395,,
"Kepler-878 b","Kepler-878",25.94220330000,1.93000000,,5044.00
"HD 148156 b","HD 148156",1027.00000000000,,270.14400000,6308.00
"HATS-23 b","HATS-23",2.16051560000,20.84874000,467.21010000,5780.00
"Kepler-213 b","Kepler-213",2.46236000000,1.62000000,,5696.00
"TOI-1180 b","TOI-1180",9.68676037800,3.07200000,,4738.00
"Kepler-790 b","Kepler-790",13.73469807000,2.18000000,,5208.00
"Kepler-369 c","Kepler-369",14.87157200000,1.41000000,,3591.00
"TOI-3362 b","TOI-3362",18.09547000000,12.80065596,1598.35905880,6532.00
"Kepler-1911 b","Kepler-1911",5.99079990400,1.01100000,,5721.00
"Kepler-1328 b","Kepler-1328",4.52158888000,0.98000000,,5780.00
"HATS-36 b","HATS-36",4.17518600000,12.92000000,,5950.00
"Kepler-1345 b","Kepler-1345",44.61695570000,2.36000000,,6449.00
"K2-384 b","K2-384",2.23152700000,1.07600000,,3623.00
"TOI-1064 c","TOI-1064",12.22657400000,2.65100000,2.50000000,4734.00
"HAT-P-53 b","HAT-P-53",1.96162410000,14.77346200,471.65972000,5956.00
"HD 94771 b","HD 94771",2164.00000000000,,169.00000000,5631.00
"Kepler-1314 b","Kepler-1314",5.42474928100,5.11000000,,4188.00
"HAT-P-57 b","HAT-P-57",2.46530000000,19.50366000,448.14030000,6330.00
"Kepler-275 c","Kepler-275",16.08813400000,3.38000000,,6165.00
"WASP-78 b","WASP-78",2.17518000000,21.63337000,352.79130000,6100.00
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",,,37.10000000,
"HD 164922 e","HD 164922",41.76300000000,,10.52012027,5393.43
"Kepler-195 c","Kepler-195",34.09686300000,1.55000000,,5329.00
"Kepler-1488 c","Kepler-1488",6.15826988200,1.65156749,,5710.00
"Kepler-1705 b","Kepler-1705",9.03502000000,2.03000000,4.47000000,6312.00
"WASP-48 b","WASP-48",2.14363000000,16.81350000,254.26400000,5920.00
"Kepler-217 b","Kepler-217",5.37494300000,2.23000000,,6171.00
"WASP-88 b","WASP-88",4.95400000000,16.36514000,133.48860000,6430.00
"Kepler-237 c","Kepler-237",8.10363600000,2.08000000,,4861.00
"Kepler-106 e","Kepler-106",43.84450000000,2.56000000,11.17000000,5858.00
"G 196-3 b","G 196-3",,,8263.53858200,
"Kepler-431 c","Kepler-431",8.70300000000,0.66800000,,6004.00
"Kepler-1542 d","Kepler-1542",5.99273738000,0.87000000,,5564.00
"Kepler-1909 b","Kepler-1909",2.39160990700,1.09217411,,4935.00
"Kepler-1477 b","Kepler-1477",11.55530021000,1.18000000,,5100.00
"Ross 128 b","Ross 128",9.86580000000,,1.40000000,3192.00
"HATS-10 b","HATS-10",3.31284600000,10.86152100,167.17858000,5880.00
"TOI-132 b","TOI-132",2.10970190000,3.42000000,22.40000000,5397.00
"TOI-697 b","TOI-697",8.60788713593,2.35859364,,5681.95
"HD 28185 b","HD 28185",385.92000000000,,1859.29618095,5602.00
"Kepler-123 c","Kepler-123",26.69507400000,1.48000000,,6089.00
"TOI-2768 b","TOI-2768",1.50801000000,2.63000000,,4008.00
"HIP 97166 b","HIP 97166",10.28891400000,2.48013380,19.10000000,5216.00
"WASP-171 b","WASP-171",3.81862440000,10.98482000,344.52772000,5965.00
"Kepler-1254 b","Kepler-1254",9.99113313000,1.55000000,,4985.00
"HD 211403 b","HD 211403",223.80000000000,,1760.76937478,6273.00
"K2-39 b","K2-39",4.60543000000,6.27704000,28.60470000,4881.00
"HD 156668 c","HD 156668",811.30000000000,,31.49679513,4903.69
"Kepler-396 c","Kepler-396",88.50500000000,5.30000000,17.90000000,
"Kepler-483 b","Kepler-483",30.22910400000,3.21000000,,6346.00
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L",,,570.00000000,
"Kepler-1459 b","Kepler-1459",62.86916110000,1.36000000,,4828.00
"TOI-6420 b","TOI-6420",6.96150800000,11.93756445,2606.19293740,6020.00
"Kepler-1067 b","Kepler-1067",0.76212926100,0.80000000,,5592.00
"SR 12 AB c","SR 12 AB",,,4131.62000000,
"NGTS-16 b","NGTS-16",4.84532000000,14.57167491,211.99154747,5550.00
"WASP-32 b","WASP-32",2.71866000000,10.76064000,835.89290000,6140.00
"WASP-110 b","WASP-110",3.77840220000,13.19297028,154.78243421,5392.00
"Kepler-346 c","Kepler-346",23.85154900000,3.07000000,,6033.00
"K2-324 b","K2-324",3.26200000000,2.43000000,,3752.00
"Kepler-1431 b","Kepler-1431",5.86601526000,1.47000000,,5806.00
"TOI-4145 A b","TOI-4145 A",4.06644280000,13.30506009,136.66621501,5281.00
"TOI-2719 b","TOI-2719",3.37594000000,5.98000000,,5762.00
"HD 202696 c","HD 202696",946.60000000000,,592.43512000,5040.00
"KMT-2016-BLG-1397L b","KMT-2016-BLG-1397L",,,2200.00000000,
"HD 10180 c","HD 10180",5.75969000000,,13.22172800,5911.00
"HD 1397 b","HD 1397",11.53533000000,11.50043400,131.89945000,5521.00
"K2-64 b","K2-64",6.53044000000,2.07000000,,5312.00
"Kepler-541 b","Kepler-541",5.08005848000,3.36000000,,6166.00
"HD 50499 c","HD 50499",8619.90000000000,,931.24190000,6099.00
"SWEEPS-4 b","SWEEPS-4",4.20000000000,9.07900000,1207.70000000,
"TOI-1680 b","TOI-1680",4.80263450000,1.46600000,,3225.00
"K2-165 b","K2-165",2.35499200000,1.27443657,,5185.00
"Kepler-340 b","Kepler-340",14.84438700000,2.53000000,,6620.00
"K2-219 b","K2-219",3.90128700000,1.34762583,,5753.00
"HD 208527 b","HD 208527",875.50000000000,,3146.40000000,4035.00
"Kepler-1274 b","Kepler-1274",6.98152703000,1.42000000,,6179.00
"Kepler-1828 b","Kepler-1828",10.27379990000,2.11598626,,5806.00
"11 UMi b","11 UMi",516.21997000000,,4684.81420000,4213.00
"TOI-6695 b","TOI-6695",80.38900000000,9.52763359,66.74396547,6400.00
"Kepler-1261 b","Kepler-1261",48.43089910000,2.26000000,,5006.00
"HD 106906 b","HD 106906",,,3496.00000000,6516.00
"TOI-904 b","TOI-904",10.87720000000,2.42600000,,3770.20
"Kepler-1069 b","Kepler-1069",23.89902960000,1.60000000,,5722.00
"Kepler-315 b","Kepler-315",96.10114100000,3.77000000,,5796.00
"HD 108202 b","HD 108202",2990.00000000000,,953.48522100,
"Kepler-197 b","Kepler-197",5.59930800000,1.02000000,,6004.00
"TIC 290487717 b","TIC 290487717",3.40081822900,6.63777941,,5328.97
"BD-08 2823 b","BD-08 2823",5.60000000000,,12.71320000,4816.00
"GJ 3293 e","GJ 3293",13.25430000000,,3.28000000,3466.00
"GJ 411 b","GJ 411",12.93940000000,,2.69000000,3719.00
"NGTS-20 b","NGTS-20",54.18915000000,11.99360935,947.12865286,5980.00
"RR Cae b","RR Cae",4343.50000000000,,1334.88600000,
"Kepler-111 b","Kepler-111",3.34181500000,1.58000000,,5952.00
"HD 231701 b","HD 231701",141.63000000000,,359.14790000,6101.00
"WASP-57 b","WASP-57",2.83891856000,11.76945000,204.68252000,5600.00
"TOI-1260 c","TOI-1260",7.49313400000,2.76000000,13.20000000,4227.00
"CoRoT-3 b","CoRoT-3",4.25680000000,11.32000000,6883.91000000,6740.00
"Kepler-1355 b","Kepler-1355",1.28958811200,1.46000000,,5352.00
"Kepler-256 d","Kepler-256",5.83917200000,2.48000000,,5551.00
"Kepler-304 e","Kepler-304",1.49914695300,1.20000000,,4817.00
"8 UMi b","8 UMi",93.31000000000,,524.41687155,4847.00
"HD 93385 d","HD 93385",45.85000000000,,8.70000000,5977.00
"MOA-2020-BLG-135L b","MOA-2020-BLG-135L",,,11.30000000,
"Kepler-994 b","Kepler-994",1.15116650600,1.60000000,,3934.00
"Kepler-1925 b","Kepler-1925",46.71640015000,3.00177922,,5856.00
"Kepler-508 b","Kepler-508",25.30889748000,1.64000000,,6025.00
"Kepler-331 d","Kepler-331",32.13432800000,1.64000000,,4347.00
"Kepler-301 d","Kepler-301",13.75124300000,1.75000000,,5815.00
"HD 89307 b","HD 89307",2166.00000000000,,670.62130000,5955.00
"HD 38529 b","HD 38529",14.30990000000,,206.58846455,
"Gl 410 b","Gl 410",6.02000000000,,8.40000000,3842.00
"Kepler-1782 b","Kepler-1782",5.75622987700,2.22927435,,4931.00
"Kepler-1280 b","Kepler-1280",66.55790570000,1.87000000,,6227.00
"HD 215152 d","HD 215152",10.86499000000,,2.80100000,4935.00
"TOI-2364 b","TOI-2364",4.01975170000,8.60849718,71.51139158,5306.00
"Kepler-336 c","Kepler-336",9.60000100000,2.10000000,,5867.00
"Kepler-1493 b","Kepler-1493",15.02179830000,1.41000000,,5863.00
"Kepler-1185 b","Kepler-1185",104.35189760000,1.33000000,,5622.00
"MOA-2022-BLG-033L b","MOA-2022-BLG-033L",,,12.15000000,
"HAT-P-23 b","HAT-P-23",1.21288400000,15.33400000,664.23700000,5905.00
"TOI-1232 b","TOI-1232",14.25600000000,10.92875618,220.57291446,5823.00
"TOI-1693 b","TOI-1693",1.76669570000,1.41000000,,3499.00
"TOI-1716.01","TOI-1716",8.08237655400,3.14300000,,5879.00
"Kepler-356 c","Kepler-356",13.12163200000,1.81000000,,6133.00
"HD 23472 c","HD 23472",29.79749000000,1.87000000,3.41000000,4684.00
"TOI-1246 c","TOI-1246",5.90413700000,2.45109846,9.10000000,5213.00
"TOI-2497 b","TOI-2497",10.65566900000,11.14172682,1531.93292174,7360.00
"Kepler-173 b","Kepler-173",4.26374200000,1.29000000,,6031.00
"K2-177 b","K2-177",14.15518500000,2.11620480,,6063.00
"Kepler-593 b","Kepler-593",21.21708973000,2.87000000,,5967.00
"Kepler-1418 b","Kepler-1418",22.47644250000,1.66000000,,4770.00
"Kepler-592 b","Kepler-592",2.82019240800,2.39000000,,5913.00
"KMT-2021-BLG-2478L b","KMT-2021-BLG-2478L",,,286.04556630,
"Kepler-261 b","Kepler-261",10.38122700000,2.18000000,,5098.00
"Kepler-534 c","Kepler-534",7.37868976600,1.22700000,,5936.00
"TOI-2337 b","TOI-2337",2.99432000000,10.08808263,508.52545120,4780.00
"HD 109271 c","HD 109271",30.93000000000,,24.15400000,5783.00
"TOI-1333 b","TOI-1333",4.72021900000,15.64776400,753.25710000,6274.00
"TOI-1438 c","TOI-1438",9.42808900000,2.75000000,10.60000000,5230.00
"CoRoT-20 b","CoRoT-20",9.24285000000,,1366.66900000,
"Kepler-1834 c","Kepler-1834",0.76669151700,1.22000000,,4821.00
"TrES-1 b","TrES-1",3.03007000000,12.66617000,266.97720000,5230.00
"GJ 3293 c","GJ 3293",122.61960000000,,21.09000000,3466.00
"HD 47186 b","HD 47186",4.08450000000,,22.24810000,5657.00
"Kepler-1800 b","Kepler-1800",4.56202983900,0.99679734,,5343.00
"HD 4732 b","HD 4732",371.74000000000,,631.20721630,4898.00
"Kepler-215 b","Kepler-215",9.36067200000,1.62000000,,5739.00
"TOI-4342 b","TOI-4342",5.53825920000,2.32900000,7.30000000,3866.00
"Kepler-193 c","Kepler-193",50.69749400000,2.75000000,,6335.00
"XO-4 b","XO-4",4.12508000000,14.01125000,451.31860000,6397.00
"Kepler-184 d","Kepler-184",29.02235800000,2.49000000,,5788.00
"TOI-559 b","TOI-559",6.98390950000,12.22899794,1910.14872607,5925.00
"Kepler-130 d","Kepler-130",87.51790500000,1.64000000,,5884.00
"Kepler-39 b","Kepler-39",21.08721000000,13.90000000,6388.10000000,6350.00
"Kepler-119 c","Kepler-119",4.12510300000,0.92000000,,5595.00
"Wolf 503 b","Wolf 503",6.00127000000,2.04300000,6.26000000,4716.00
"HAT-P-61 b","HAT-P-61",1.90231289000,10.07687365,335.94462620,5587.00
"K2-225 b","K2-225",15.87230000000,3.60929179,,5520.00
"HD 222237 b","HD 222237",14892.00000000000,,1649.52943233,4751.00
"Kepler-1238 b","Kepler-1238",4.14787559000,1.93000000,,6386.00
"Kepler-648 b","Kepler-648",17.42117490000,3.22000000,,5741.00
"Kepler-91 b","Kepler-91",6.24658000000,15.32270300,257.44230000,4550.00
"Kepler-1376 b","Kepler-1376",5.30880656000,1.05000000,,5659.00
"Kepler-1877 b","Kepler-1877",2.37756991400,0.62408600,,5615.00
"Kepler-259 c","Kepler-259",36.92493100000,2.70000000,,5938.00
"51 Peg b","51 Peg",4.23079660000,,193.87532827,5761.00
"HD 16905 b","HD 16905",10256.00000000000,,3591.46099910,
"TOI-2427 b","TOI-2427",1.30600110000,1.80000000,,4072.00
"Kepler-1181 b","Kepler-1181",4.89337519000,1.57000000,,6176.00
"Kepler-1617 b","Kepler-1617",27.47855720000,1.20000000,,6167.00
"Kepler-893 b","Kepler-893",6.33855761000,3.03000000,,5820.00
"TOI-1431 b","TOI-1431",2.65023700000,16.70138124,991.62462984,7690.00
"Kepler-142 d","Kepler-142",41.80911800000,2.16000000,,5790.00
"Kepler-462 b","Kepler-462",84.68660000000,3.00000000,53.90000000,7500.00
"OGLE-2018-BLG-1011L c","OGLE-2018-BLG-1011L",,,890.00000000,
"WASP-169 b","WASP-169",5.61141180000,14.61653600,178.30263000,6110.00
"Kepler-1788 b","Kepler-1788",2.80012011500,2.37850461,,4786.00
"WD 0806-661 b","WD 0806-661",,12.10569916,2224.79884900,10393.00
"HD 121504 b","HD 121504",63.33000000000,,479.92330000,6027.00
"gam Lib c","gam Lib",966.49000000000,,1662.56039702,4879.00
"Kepler-307 b","Kepler-307",10.42080000000,2.43000000,7.44000000,5367.00
"Kepler-84 d","Kepler-84",4.22453700000,1.38000000,,6031.00
"TOI-5261 b","TOI-5261",4.15097680000,11.60129502,3651.84839643,5790.00
"Kepler-327 b","Kepler-327",2.54957500000,1.11000000,,3799.00
"Kepler-1806 b","Kepler-1806",9.03332042700,2.35560189,,5311.00
"Kepler-80 c","Kepler-80",9.52355000000,2.74000000,6.74000000,4540.00
"WASP-50 b","WASP-50",1.95510000000,13.06969400,466.82870400,5400.00
"HD 215497 c","HD 215497",566.00000000000,,111.23994245,
"Kepler-1167 b","Kepler-1167",1.00393373900,1.71000000,,4971.00
"TOI-3896 b","TOI-3896",4.37730369667,3.14949237,,5110.91
"Kepler-48 e","Kepler-48",982.00000000000,,657.00000000,5194.00
"HATS-32 b","HATS-32",2.81265480000,14.00004100,292.40360000,5700.00
"Kepler-276 d","Kepler-276",48.64800000000,2.80000000,16.30000000,
"Kepler-245 b","Kepler-245",7.49019000000,2.57000000,,5100.00
"CD-35 2722 B b","CD-35 2722 B",171.11000000000,,292.40213444,
"KIC 5437945 b","KIC 5437945",440.78130000000,6.40000000,,6340.00
"Kepler-1870 b","Kepler-1870",3.60694003100,2.10143764,,5508.00
"Kepler-312 b","Kepler-312",1.77241900000,1.29000000,,6115.00
"TOI-2194 b","TOI-2194",15.33759700000,1.98920000,,4756.00
"Kepler-60 b","Kepler-60",7.13340000000,1.71000000,4.19000000,5905.00
"Kepler-856 b","Kepler-856",8.02768059500,9.30000000,,5535.00
"Kepler-1202 b","Kepler-1202",28.68513240000,2.94000000,,5834.00
"CoRoT-14 b","CoRoT-14",1.51214000000,12.22000000,2415.40000000,6035.00
"TYC 1422-614-1 b","TYC 1422-614-1",198.40000000000,,794.50000000,4806.00
"Kepler-1519 b","Kepler-1519",240.79893970000,7.06000000,,5644.00
"TOI-2169 A b","TOI-2169 A",8.21482820000,12.50922246,329.58805806,6270.00
"Kepler-1154 b","Kepler-1154",5.18561420000,2.34000000,,6327.00
"HD 233832 b","HD 233832",2058.00000000000,,565.73740000,4981.00
"OGLE-2018-BLG-1367L b","OGLE-2018-BLG-1367L",,,301.93698665,
"HR 8799 c","HR 8799",69000.00000000000,13.00000000,3000.00000000,
"K2-3 d","K2-3",44.55603000000,1.45800000,2.20000000,3844.00
"Kepler-1997 b","Kepler-1997",26.75758660000,2.28000000,,6215.00
"Kepler-1903 b","Kepler-1903",17.06789970000,2.28642395,,6347.00
"Kepler-205 c","Kepler-205",20.30654600000,1.64000000,,4321.00
"Kepler-1969 b","Kepler-1969",6.64752006500,1.68161001,,6046.00
"K2-217 b","K2-217",14.07452400000,3.57854073,,5967.00
"HD 108863 b","HD 108863",437.70000000000,,767.24162000,4878.00
"HD 185269 b","HD 185269",6.83776000000,,321.00830000,5923.00
"Kepler-365 c","Kepler-365",17.78412900000,1.64000000,,6012.00
"HD 222582 b","HD 222582",572.38000000000,,2660.23710000,5790.00
"HD 56957 b","HD 56957",5859.08992000000,,1880.90851263,
"Kepler-1745 b","Kepler-1745",3.01619005200,1.92872921,,5611.00
"K2-25 b","K2-25",3.48456408000,3.44000000,24.50000000,3207.00
"K2-188 c","K2-188",7.81025300000,2.83000000,,5977.00
"Kepler-889 b","Kepler-889",3.74443900000,1.09000000,,5961.00
"K2-383 b","K2-383",1.86596200000,1.56400000,,5129.00
"TOI-406 c","TOI-406",3.30744100000,1.32000000,2.08000000,3392.00
"Kepler-1713 b","Kepler-1713",18.01160049000,1.71673535,,6477.00
"Kepler-524 b","Kepler-524",7.97419807000,1.91000000,,6014.00
"Kepler-1321 c","Kepler-1321",2.22649108600,2.40000000,,4094.00
"TOI-6692 b","TOI-6692",131.12500000000,11.67975789,197.05361234,5890.00
"Kepler-1203 b","Kepler-1203",0.58800076500,1.06000000,,4105.00
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L",,,44.49597698,
"HATS-35 b","HATS-35",1.82099930000,16.40997600,388.38826000,6300.00
"HD 19615 b","HD 19615",402.00000000000,,2701.54145950,4263.00
"Kepler-318 b","Kepler-318",4.66271500000,4.71000000,,5746.00
"K2-308 b","K2-308",3.38628000000,9.91600000,,6100.00
"Kepler-145 c","Kepler-145",42.88200000000,4.32000000,79.40000000,
"K2-189 c","K2-189",6.67932000000,2.31000000,,5442.00
"HD 169142 b","HD 169142",,,953.48522100,
"MOA-2007-BLG-400L b","MOA-2007-BLG-400L",,,540.30829190,
"Kepler-326 b","Kepler-326",2.24832900000,1.52000000,,5105.00
"Kepler-932 b","Kepler-932",1.92143739600,1.37000000,,5331.00
"b Cen AB b","b Cen A",1790000.00000000000,,3464.32963630,
"GJ 3138 d","GJ 3138",257.80000000000,,10.50000000,3717.00
"HD 145934 b","HD 145934",2751.53433000000,,658.54045930,
"Kepler-917 b","Kepler-917",2.97041437500,1.91000000,,5418.00
"TOI-1347 c","TOI-1347",4.84196200000,1.60000000,6.40000000,5464.00
"K2-329 b","K2-329",12.45512250000,8.67576600,82.63580000,5282.00
"Kepler-311 d","Kepler-311",232.04032600000,2.05000000,,5903.00
"TIC 65612701 b","TIC 65612701",10.22467974953,5.07802804,,5692.29
"HD 125612 b","HD 125612",557.69994000000,,945.22168242,
"Kepler-436 b","Kepler-436",64.00205000000,2.73000000,,4651.00
"GJ 414 A c","GJ 414 A",749.83000000000,8.40000000,53.83000000,4120.00
"OGLE-2018-BLG-0932L b","OGLE-2018-BLG-0932L",,,282.86728223,
"ZTF J1828+2308 b","ZTF J1828+2308",0.11200670000,11.13051784,6356.56814000,15900.00
"Kepler-1052 c","Kepler-1052",180.92172900000,2.30000000,,5818.00
"HD 105779 b","HD 105779",2412.00000000000,,203.41018048,5792.00
"Kepler-1143 c","Kepler-1143",210.63059100000,3.60000000,,5053.00
"Kepler-1567 b","Kepler-1567",153.97957800000,2.73000000,,5655.00
"Kepler-399 c","Kepler-399",26.67569000000,1.43000000,,5502.00
"K2-168 b","K2-168",15.85230000000,1.86000000,,5502.70
"Kepler-95 b","Kepler-95",11.52310000000,3.42000000,13.00000000,5699.00
"Kepler-453 b","Kepler-453",240.50300000000,6.20400000,16.00000000,5527.00
"HD 20003 c","HD 20003",33.92390000000,,14.44000000,5494.00
"HD 122562 c","HD 122562",84.96276000000,,73.10053361,
"Kepler-513 b","Kepler-513",28.86235584000,2.20000000,,5849.00
"K2-259 b","K2-259",15.48043000000,2.32000000,,6059.00
"HD 6860 b","HD 6860",663.87000000000,,8981.83078182,3802.00
"Kepler-874 b","Kepler-874",40.06867270000,3.94000000,,6020.00
"Kepler-864 c","Kepler-864",2.42150341000,1.62000000,,6213.00
"TIC 147027702 b","TIC 147027702",44.40523000000,10.92875618,346.43296363,6410.00
"HD 191939 g","HD 191939",284.00000000000,,13.50000000,5348.00
"GJ 15 A b","GJ 15 A",11.44070000000,,3.03000000,3607.00
"K2-58 b","K2-58",7.05254000000,2.68000000,,5413.00
"OGLE-2015-BLG-1670L b","OGLE-2015-BLG-1670L",,,17.90000000,
"TOI-4994 b","TOI-4994",21.49198400000,8.54124329,88.99195396,5640.00
"Kepler-552 b","Kepler-552",5.26341576500,3.95000000,,5863.00
"HD 87816 b","HD 87816",484.17000000000,,2142.16346318,4989.00
"KMT-2017-BLG-2197L b","KMT-2017-BLG-2197L",,,2809.60311788,
"Wolf 1061 b","Wolf 1061",4.88690000000,,1.91000000,3342.00
"TOI-3877 b","TOI-3877",4.12359600000,11.67975789,99.79811980,5731.00
"HATS-38 b","HATS-38",4.37502100000,6.88232600,23.51942000,5732.00
"Kepler-1670 b","Kepler-1670",20.49980000000,3.35648010,,5838.00
"K2-37 c","K2-37",6.42966000000,2.41000000,,5352.00
"Kepler-1529 b","Kepler-1529",5.33905686000,2.10000000,,5048.00
"Kepler-87 c","Kepler-87",191.23180000000,6.14000000,6.40000000,5600.00
"HD 147873 b","HD 147873",116.59600000000,,1633.64620000,5972.00
"PSR J2322-2650 b","PSR J2322-2650",0.32296399700,,252.64306700,
"24 Boo b","24 Boo",30.33000000000,,280.64248338,4816.00
"K2-208 b","K2-208",4.19097000000,1.67462172,,5500.00
"K2-352 c","K2-352",8.23488500000,1.92000000,,5791.00
"K2-396 b","K2-396",0.67386200000,1.57900000,,5236.00
"Kepler-1150 b","Kepler-1150",2.78786838600,1.02000000,,4754.00
"Kepler-239 c","Kepler-239",56.22809800000,2.51000000,,4914.00
"Kepler-287 c","Kepler-287",44.85189600000,3.26000000,,5806.00
"HD 73344 d","HD 73344",5823.00000000000,,810.46243785,6148.00
"TOI-1298 b","TOI-1298",4.53714300000,9.65807033,99.00000000,5752.00
"Kepler-988 b","Kepler-988",17.76080053000,2.07000000,,4005.00
"K2-401 b","K2-401",6.29309900000,2.26200000,,4213.00
"Kepler-266 c","Kepler-266",107.72360100000,3.89000000,,5885.00
"HD 158259 e","HD 158259",7.95100000000,,6.08000000,
"Kepler-1028 b","Kepler-1028",2.51462432000,1.33000000,,5522.00
"GJ 676 A c","GJ 676 A",13921.42302000000,,4288.14086724,
"Kepler-1391 b","Kepler-1391",54.40923330000,1.68000000,,5840.00
"Kepler-1546 b","Kepler-1546",19.59749710000,3.13000000,,5623.00
"Kepler-209 b","Kepler-209",16.08784500000,2.26000000,,5513.00
"HD 224018 d","HD 224018",138.07310000000,2.40000000,4.20000000,5784.00
"Kepler-169 d","Kepler-169",8.34812500000,1.25000000,,4997.00
"HD 148427 b","HD 148427",331.90000000000,,381.39408840,5025.00
"HD 155918 c","HD 155918",17202.19446000000,,1878.04805696,
"Kepler-1066 b","Kepler-1066",1.93155983900,2.36000000,,5762.00
"Kepler-1757 b","Kepler-1757",19.65640068000,2.94660251,,5288.00
"Kepler-737 b","Kepler-737",28.59915399000,1.96000000,,3813.00
"K2-347 b","K2-347",7.18725700000,2.41000000,,4599.00
